filename,DS_TYPENAME,size_node,RECLAIM,ALLOC,POOL,MILLIS_TO_RUN,INS,DEL,RQ,RQSIZE,MAXKEY,PREFILL_THREADS,TOTAL_THREADS,WORK_THREADS,RQ_THREADS,INSERT_FUNC,threads_final_keysum,threads_final_size,final_keysum,final_size,validate_result,tree_stats_height,tree_stats_numInternals,tree_stats_numLeaves,tree_stats_numNodes,tree_stats_numKeys,tree_stats_avgDegreeInternal,tree_stats_avgDegreeLeaves,tree_stats_avgDegree,tree_stats_avgKeyDepth,total_find,total_rq,total_updates,total_queries,total_ops,find_throughput,rq_throughput,update_throughput,query_throughput,total_throughput,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_TOT_INS,maxresident_mb,prefill_elapsed_ms
scaling_threads/step10038.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,20000000,96,96,96,0,insertIfAbsent,100010860395994,10000000,100010860395994,10000000,success,63,9999999,10000000,19999999,10000000,2,1,1.5,31.1245,1511268053,0,0,1511268053,1511268053,50375601,0,0,50375601,50375601,,24.6425,9.9456,5307.14,,1733,763
scaling_threads/step10039.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,20000000,144,144,144,0,insertIfAbsent,100000128063923,10000000,100000128063923,10000000,success,62,9999999,10000000,19999999,10000000,2,1,1.5,31.2114,2307400706,0,0,2307400706,2307400706,76913356,0,0,76913356,76913356,,24.7769,10.0546,5212.47,,1742,440
scaling_threads/step10040.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,20000000,190,190,190,0,insertIfAbsent,99985256249465,10000000,99985256249465,10000000,success,63,9999999,10000000,19999999,10000000,2,1,1.5,31.8239,3079172993,0,0,3079172993,3079172993,102639099,0,0,102639099,102639099,,24.8238,10.081,5153.35,,1754,432
scaling_threads/step10041.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,24,24,24,0,insertIfAbsent,10000163258024923,100000001,10000163258024923,100000001,success,6,11011103,110001001,121012104,100000001,10.99,0.909083,1.82636,4,883161357,0,0,883161357,883161357,29438711,0,0,29438711,29438711,,18.5564,8.06842,2273.86,,7054,1556
scaling_threads/step10042.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,48,48,48,0,insertIfAbsent,9999693499862628,100000001,9999693499862628,100000001,success,6,11011103,110001001,121012104,100000001,10.99,0.909083,1.82636,4,1563668622,0,0,1563668622,1563668622,52122287,0,0,52122287,52122287,,18.5471,8.07137,2565.53,,7095,1265
scaling_threads/step10043.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,96,96,96,0,insertIfAbsent,10000202723393209,100000001,10000202723393209,100000001,success,6,11011103,110001001,121012104,100000001,10.99,0.909083,1.82636,4,3159514032,0,0,3159514032,3159514032,105317134,0,0,105317134,105317134,,18.6334,8.86551,2536.09,,7182,1064
scaling_threads/step10044.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,144,144,144,0,insertIfAbsent,9999841341618582,100000001,9999841341618582,100000001,success,6,11011103,110001001,121012104,100000001,10.99,0.909083,1.82636,4,4717414250,0,0,4717414250,4717414250,157247141,0,0,157247141,157247141,,18.6415,9.10921,2544.57,,7288,1048
scaling_threads/step10045.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,190,190,190,0,insertIfAbsent,9999477933444666,100000001,9999477933444666,100000001,success,6,11011103,110001001,121012104,100000001,10.99,0.909083,1.82636,4,6157750968,0,0,6157750968,6157750968,205258365,0,0,205258365,205258365,,18.7774,9.24835,2569.57,,7355,1244
scaling_threads/step10046.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,24,24,24,0,insertIfAbsent,10000675741141681,100000000,10000675741141681,100000000,success,10,1854125,12758420,14612545,100000000,7.8811,7.83796,7.84343,9,607673786,0,0,607673786,607673786,20255792,0,0,20255792,20255792,,23.5623,9.4386,3305.22,,4298,9587
scaling_threads/step10047.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,30000,0,0,0,1,200000000,48,48,48,0,insertIfAbsent,10000130305949090,100000000,10000130305949090,100000000,success,10,1853961,12758799,14612760,100000000,7.88191,7.83773,7.84333,9,1142235051,0,0,1142235051,1142235051,38074501,0,0,38074501,38074501,,23.5085,9.46623,3515.69,,4383,6549
