filename,DS_TYPENAME,size_node,RECLAIM,ALLOC,POOL,MILLIS_TO_RUN,INS,DEL,RQ,RQSIZE,MAXKEY,PREFILL_THREADS,TOTAL_THREADS,WORK_THREADS,RQ_THREADS,INSERT_FUNC,tree_stats_height,tree_stats_numInternals,tree_stats_numLeaves,tree_stats_numNodes,tree_stats_numKeys,tree_stats_avgDegreeInternal,tree_stats_avgDegreeLeaves,tree_stats_avgDegree,tree_stats_avgKeyDepth,final_keysum,total_find,total_rq,total_updates,total_queries,total_ops,find_throughput,rq_throughput,update_throughput,query_throughput,total_throughput,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_TOT_INS
data/step10048.txt,ellen_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0,0,0,1,200000000,40,40,40,0,insertIfAbsent,72,100000001,100000002,200000003,100000000,2,1,1.5,38.2007,10000182098816845,162729941,0,0,162729941,162729941,10170621,0,0,10170621,10170621,,,,,
data/step10049.txt,guerraoui_ext_bst_ticket,,reclaimer_debra,allocator_new,pool_none,16000,0,0,0,1,200000000,10,10,10,0,insertIfAbsent,69,100000000,100000001,200000001,100000000,2,1,1.5,35.8132,10000148670809694,45029749,0,0,45029749,45029749,2814359,0,0,2814359,2814359,,,,,
data/step10050.txt,guerraoui_ext_bst_ticket,,reclaimer_debra,allocator_new,pool_none,16000,0,0,0,1,200000000,20,20,20,0,insertIfAbsent,68,100000000,100000001,200000001,100000000,2,1,1.5,36.1814,9999227948796443,87161897,0,0,87161897,87161897,5447618,0,0,5447618,5447618,,,,,
data/step10051.txt,guerraoui_ext_bst_ticket,,reclaimer_debra,allocator_new,pool_none,16000,0,0,0,1,200000000,40,40,40,0,insertIfAbsent,68,100000000,100000001,200000001,100000000,2,1,1.5,35.2457,10000388378023736,167121466,0,0,167121466,167121466,10445091,0,0,10445091,10445091,,,,,
data/step10052.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0,0,0,1,200000000,10,10,10,0,insertIfAbsent,72,99999999,100000000,199999999,100000000,2,1,1.5,36.0435,10000203114879715,50029812,0,0,50029812,50029812,3126863,0,0,3126863,3126863,,,,,
data/step10053.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0,0,0,1,200000000,20,20,20,0,insertIfAbsent,71,99999999,100000000,199999999,100000000,2,1,1.5,36.4176,10000047146475783,98008539,0,0,98008539,98008539,6125533,0,0,6125533,6125533,,,,,
data/step10054.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0,0,0,1,200000000,40,40,40,0,insertIfAbsent,74,99999999,100000000,199999999,100000000,2,1,1.5,36.5586,10000964379720180,188904065,0,0,188904065,188904065,11806504,0,0,11806504,11806504,,,,,
data/step10055.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,10,10,10,0,insertIfAbsent,6,50104,1066192,1116296,999668,22.2796,0.937606,1.89552,3.03511,999877136546,403124672,0,4074258,403124672,407198930,25195292,0,254641,25195292,25449933,,,,,
data/step10056.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,20,20,20,0,insertIfAbsent,6,46088,1058444,1104532,1000173,23.9657,0.944947,1.90552,3.02662,1000624683122,698388407,0,7055272,698388407,705443679,43649275,0,440954,43649275,44090229,,,,,
data/step10057.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,40,40,40,0,insertIfAbsent,6,60493,1087269,1147762,999309,18.9735,0.9191,1.87066,3.05751,999348757476,1397107553,0,14113183,1397107553,1411220736,87319222,0,882073,87319222,88201296,,,,,
data/step10058.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,10,10,10,0,insertIfAbsent,8,23424,161386,184810,1000585,7.88977,6.19995,6.41413,7,1000611934414,352560693,0,3560367,352560693,356121060,22035043,0,222522,22035043,22257566,,,,,
data/step10059.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,20,20,20,0,insertIfAbsent,8,24832,170806,195638,1001598,7.87846,5.86395,6.11965,7,1001406083751,601702499,0,6077522,601702499,607780021,37606406,0,379845,37606406,37986251,,,,,
data/step10060.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,40,40,40,0,insertIfAbsent,8,26657,182249,208906,1000456,7.83682,5.4895,5.78902,7,1000792339464,1154686270,0,11674604,1154686270,1166360874,72167891,0,729662,72167891,72897554,,,,,
data/step10061.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,10,10,10,0,insertIfAbsent,25,636946,481646,1118592,1001142,1.75618,2.07858,1.895,19.6448,1001411053752,174600945,0,1762496,174600945,176363441,10912559,0,110156,10912559,11022715,,,,,
data/step10062.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,20,20,20,0,insertIfAbsent,25,662506,501646,1164152,1000296,1.75719,1.99403,1.85925,19.7749,1000296143507,311791634,0,3150923,311791634,314942557,19486977,0,196932,19486977,19683909,,,,,
data/step10063.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,40,40,40,0,insertIfAbsent,25,680155,515802,1195957,999613,1.75836,1.93798,1.83583,19.8476,999475031438,613689540,0,6197956,613689540,619887496,38355596,0,387372,38355596,38742968,,,,,
data/step10064.txt,ellen_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,10,10,10,0,insertIfAbsent,54,999400,999401,1998801,999399,2,0.999998,1.5,29.5382,999659021684,124727307,0,1259807,124727307,125987114,7795456,0,78737,7795456,7874194,,,,,
data/step10065.txt,ellen_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,20,20,20,0,insertIfAbsent,55,1000626,1000627,2001253,1000625,2,0.999998,1.5,28.9748,999968864940,230118544,0,2321729,230118544,232440273,14382409,0,145108,14382409,14527517,,,,,
data/step10066.txt,ellen_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,40,40,40,0,insertIfAbsent,50,1000571,1000572,2001143,1000570,2,0.999998,1.5,27.6593,1000894437513,444477188,0,4488220,444477188,448965408,27779824,0,280513,27779824,28060338,,,,,
data/step10067.txt,guerraoui_ext_bst_ticket,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,10,10,10,0,insertIfAbsent,51,1000092,1000093,2000185,1000092,2,0.999999,1.5,26.9228,1000552212028,126229944,0,1273718,126229944,127503662,7889371,0,79607,7889371,7968978,,,,,
data/step10068.txt,guerraoui_ext_bst_ticket,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,20,20,20,0,insertIfAbsent,49,1000234,1000235,2000469,1000234,2,0.999999,1.5,26.1909,1000417037583,232311193,0,2345844,232311193,234657037,14519449,0,146615,14519449,14666064,,,,,
data/step10069.txt,guerraoui_ext_bst_ticket,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,40,40,40,0,insertIfAbsent,50,1000962,1000963,2001925,1000962,2,0.999999,1.5,26.2984,1001258582239,457322732,0,4614344,457322732,461937076,28582670,0,288396,28582670,28871067,,,,,
data/step10070.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,10,10,10,0,insertIfAbsent,59,999959,999960,1999919,999960,2,1,1.5,27.421,999867832538,148016689,0,1494295,148016689,149510984,9251043,0,93393,9251043,9344436,,,,,
data/step10071.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,20,20,20,0,insertIfAbsent,50,998888,998889,1997777,998889,2,1,1.5,26.4553,998997895346,272851732,0,2757585,272851732,275609317,17053233,0,172349,17053233,17225582,,,,,
data/step10072.txt,natarajan_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,2000000,40,40,40,0,insertIfAbsent,49,1000153,1000154,2000307,1000154,2,1,1.5,26.4763,999928723235,535225713,0,5409104,535225713,540634817,33451607,0,338069,33451607,33789676,,,,,
data/step10073.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,10,10,10,0,insertIfAbsent,7,1903998,12026140,13930138,10000892,7.31626,0.831596,1.71793,4.05572,100005121579773,260418644,0,2631156,260418644,263049800,16276165,0,164447,16276165,16440612,,,,,
data/step10074.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,20,20,20,0,insertIfAbsent,7,1835669,11900182,13735851,9998648,7.48275,0.84021,1.72792,4.03911,99980429868165,459887643,0,4642895,459887643,464530538,28742977,0,290180,28742977,29033158,,,,,
data/step10075.txt,brown_ext_ist_lf,72,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,40,40,40,0,insertIfAbsent,7,1888325,12006335,13894660,9999785,7.35819,0.832876,1.71969,4.05112,99988941745987,877871292,0,8865204,877871292,886736496,54866955,0,554075,54866955,55421031,,,,,
data/step10076.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,10,10,10,0,insertIfAbsent,9,193178,1329717,1522895,9999902,7.88338,7.52032,7.56638,8,100002306686200,217918162,0,2200947,217918162,220119109,13619885,0,137559,13619885,13757444,,,,,
data/step10077.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,20,20,20,0,insertIfAbsent,9,198030,1362405,1560435,10001739,7.87979,7.34124,7.40958,8,100026461817961,394774881,0,3992104,394774881,398766985,24673430,0,249506,24673430,24922936,,,,,
data/step10078.txt,brown_ext_abtree_lf,208,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,40,40,40,0,insertIfAbsent,9,204922,1409530,1614452,10000762,7.87837,7.0951,7.19452,8,100010965457403,740218926,0,7475801,740218926,747694727,46263682,0,467237,46263682,46730920,,,,,
data/step10079.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,10,10,10,0,insertIfAbsent,29,5770747,4333995,10104742,9999564,1.75103,2.30724,1.98959,22.7096,99984015219226,100417862,0,1012823,100417862,101430685,6276116,0,63301,6276116,6339417,,,,,
data/step10080.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,20,20,20,0,insertIfAbsent,29,5821061,4374304,10195365,10000784,1.75146,2.28626,1.98091,22.744,100013629100044,189233126,0,1911313,189233126,191144439,11827070,0,119457,11827070,11946527,,,,,
data/step10081.txt,bronson_pext_bst_occ,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,40,40,40,0,insertIfAbsent,29,5906644,4445189,10351833,10000816,1.75257,2.24981,1.96609,22.8099,100011339378228,358441402,0,3617371,358441402,362058773,22402587,0,226085,22402587,22628673,,,,,
data/step10082.txt,ellen_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,10,10,10,0,insertIfAbsent,64,10000568,10000569,20001137,10000567,2,1,1.5,34.303,100000248395036,71532430,0,722147,71532430,72254577,4470776,0,45134,4470776,4515911,,,,,
data/step10083.txt,ellen_ext_bst_lf,,reclaimer_debra,allocator_new,pool_none,16000,0.5,0.5,0,1,20000000,20,20,20,0,insertIfAbsent,64,9999340,9999341,19998681,9999339,2,1,1.5,33.2733,99986658929026,135071633,0,1363447,135071633,136435080,8441977,0,85215,8441977,8527192,,,,,
